lead_id,fecha_lead,industria,programa_producto_interes,tipo_campana,fuente_meta,dispositivo,hora_generacion,cargo_lead,empresa_lead,ciudad,urgencia_compra,interaccion_previa,horas_hasta_contacto,lead_respondio,intentos_contacto,observacion_asesor,status,compro
L0136,2025-07-03,Educación,Información Exógena,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Consultor,Empresa 134,Manizales,7,No,2,No,2,No aplica,SG,No
L0137,2025-11-01,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asesor,Empresa 336,Villavicencio,6,No,6,No,7,Ya contrató con otro,NI,No
L0138,2025-07-04,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Mobile,Noche (6pm-12am),Contador,Empresa 161,Valledupar,10,No,0,No,3,No es urgente ahora,NC,No
L0139,2025-11-15,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Auxiliar,Empresa 7,Barranquilla,2,No,12,No contactado,3,MSJW,NI,No
L0140,2025-09-10,Ropa Deportiva,Accesorios Ciclismo,Llamada Directa,Ambas Plataformas,Mobile,Noche (6pm-12am),Director,Empresa 361,Cartagena,3,Sí,141,No contactado,3,No tiene recurso,NI,No
L0141,2025-10-24,Ropa Deportiva,Ropa Ciclismo - Pantalón,Llamada Directa,Instagram,Mobile,Noche (6pm-12am),Empresario,Empresa 445,Bogotá,2,No,0,Sí,4,seguimiento,AP,Sí
L0142,2025-06-10,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Asistente,Empresa 348,Pereira,3,No,5,Sí,4,Precio muy alto,SG,No
L0143,2025-08-31,Seguros,Seguro de Salud,Lead Form,Instagram,Mobile,Noche (6pm-12am),Consultor,Empresa 269,Pasto,1,No,5,Sí,6,No tiene recurso,NC,No
L0144,2025-08-30,Educación,Licitaciones Exitosas,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Supervisor,Empresa 393,Manizales,8,No,23,Sí,7,seguimiento,AP,Sí
L0145,2025-10-24,Educación,Facebook Ads Profesional,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Director,Empresa 381,Bogotá,6,No,107,No,5,Pendiente pago,NI,No
L0146,2025-09-21,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 296,Cartagena,2,Sí,25,No,6,No le interesa,NI,No
L0147,2025-10-07,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Facebook,Desktop,Noche (6pm-12am),Coordinador,Empresa 371,Cartagena,8,Sí,12,No,6,NO CONTESTA,NI,No
L0148,2025-07-28,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 290,Pereira,6,No,1,No contactado,4,Número sin WhatsApp,NI,No
L0149,2025-10-13,Seguros,Seguro de Moto,WhatsApp,Instagram,Desktop,Noche (6pm-12am),Administrador,Empresa 115,Ibagué,7,No,1,No contactado,5,Ya contrató con otro,NC,No
L0150,2025-05-27,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Jefe,Empresa 490,Neiva,1,Sí,8,Sí,5,NO CONTESTA,NI,No
L0151,2025-11-15,Educación,Bootcamp Liderazgo,Messenger,Facebook,Mobile,Mañana (6am-12pm),Contador,Empresa 343,Barranquilla,7,No,20,No,3,Número sin WhatsApp,SG,No
L0152,2025-06-23,Seguros,Todo Riesgo Empresarial,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 448,Manizales,3,No,63,Sí,4,Llamar nuevamente,NC,No
L0153,2025-11-15,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 174,Armenia,8,No,139,Sí,5,No le interesa,NC,No
L0154,2025-10-09,Seguros,ARL,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 266,Manizales,6,No,8,Sí,6,seguimiento,AP,Sí
L0155,2025-08-01,Educación,Facebook Ads Profesional,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 268,Ibagué,4,No,79,No,2,Revisión de Info,NI,No
L0156,2025-11-05,Seguros,Seguro de Salud,WhatsApp,Ambas Plataformas,Mobile,Mañana (6am-12pm),Jefe,Empresa 353,Bucaramanga,8,No,52,Sí,2,NO CONTESTA,NC,No
L0157,2025-08-20,Seguros,Seguro de Moto,Lead Form,Instagram,Desktop,Noche (6pm-12am),Profesional Independiente,Empresa 359,Cali,9,No,7,Sí,4,seguimiento,AP,Sí
L0158,2025-06-22,Educación,Bootcamp Liderazgo,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 317,Medellín,10,No,114,No,3,Precio muy alto,NC,No
L0159,2025-08-08,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Desktop,Mañana (6am-12pm),Profesional Independiente,Empresa 49,Cúcuta,2,No,30,No,3,Número sin WhatsApp,NI,No
L0160,2025-09-13,Seguros,Seguro de Salud,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 222,Ibagué,6,No,45,Sí,5,No aplica,NC,No
L0161,2025-07-04,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 339,Valledupar,5,Sí,167,Sí,7,Pendiente pago,NI,No
L0162,2025-09-18,Seguros,ARL,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Especialista,Empresa 373,Pasto,5,No,9,No contactado,4,No tiene recurso,SG,No
L0163,2025-05-25,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 128,Cúcuta,10,No,118,Sí,7,No tiene recurso,NC,No
L0164,2025-07-31,Seguros,ARL,Lead Form,Instagram,Mobile,Noche (6pm-12am),Director,Empresa 247,Cartagena,3,No,32,No contactado,2,Contactar próxima semana,NC,No
L0165,2025-09-30,Educación,Contratación Estatal,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Jefe,Empresa 178,Neiva,8,No,33,No,6,Se envía información vía WhatsApp,NC,No
L0166,2025-07-09,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Ambas Plataformas,Mobile,Noche (6pm-12am),Analista,Empresa 340,Villavicencio,8,No,2,Sí,5,seguimiento,AP,Sí
L0167,2025-10-01,Educación,Contratación Estatal,WhatsApp,Facebook,Desktop,Mañana (6am-12pm),Auxiliar,Empresa 347,Armenia,5,No,75,Sí,6,No es urgente ahora,SG,No
L0168,2025-06-21,Educación,Excel Intermedio y Avanzado,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Contador,Empresa 329,Medellín,8,No,78,Sí,7,No contesta,NI,No
L0169,2025-11-01,Educación,Actualización Tributaria,WhatsApp,Facebook,Desktop,Noche (6pm-12am),Auxiliar,Empresa 198,Bogotá,10,No,34,Sí,5,Precio muy alto,NC,No
L0170,2025-08-09,Seguros,Todo Riesgo Empresarial,Lead Form,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 77,Pasto,8,No,1,Sí,1,Pendiente pago,SG,No
L0171,2025-11-04,Seguros,Seguro de Auto,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 430,Villavicencio,3,No,36,No,6,Revisión de Info,NI,No
L0172,2025-10-01,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Analista,Empresa 424,Manizales,2,No,49,Sí,4,No contesta,NI,No
L0173,2025-10-27,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Especialista,Empresa 286,Medellín,9,Sí,122,No,6,Pendiente pago,SG,No
L0174,2025-07-14,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Gerente,Empresa 457,Villavicencio,2,No,108,No,6,No aplica,NC,No
L0175,2025-07-03,Educación,Información Exógena,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 314,Bogotá,9,Sí,28,Sí,5,Desea cotización,NC,No
L0176,2025-08-28,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asesor,Empresa 28,Cali,4,No,10,Sí,2,Pendiente decisión gerencia,SG,No
L0177,2025-07-05,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Especialista,Empresa 6,Valledupar,2,No,5,Sí,7,Precio muy alto,NI,No
L0178,2025-10-10,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Desktop,Madrugada (12am-6am),Empresario,Empresa 330,Cúcuta,10,No,2,Sí,1,No tiene recurso,SG,No
L0179,2025-10-07,Educación,Facebook Ads Profesional,Messenger,Facebook,Desktop,Noche (6pm-12am),Profesional Independiente,Empresa 479,Bogotá,1,No,9,No,6,Se encontraba en reunión,NI,No
L0180,2025-05-25,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 81,Armenia,4,No,2,Sí,7,Información enviada,SG,No
L0181,2025-10-25,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Empresario,Empresa 259,Cartagena,9,No,6,No,7,Precio muy alto,NC,No
L0182,2025-08-15,Educación,Información Exógena,WhatsApp,Ambas Plataformas,Mobile,Mañana (6am-12pm),Analista,Empresa 435,Valledupar,9,No,64,Sí,2,No aplica,SG,No
L0183,2025-09-27,Educación,Información Exógena,Messenger,Instagram,Mobile,Noche (6pm-12am),Auxiliar,Empresa 241,Ibagué,4,No,34,No,3,Pendiente decisión gerencia,NC,No
L0184,2025-05-29,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 437,Pereira,9,No,148,No,1,Sin respuesta WhatsApp,NC,No
L0185,2025-06-22,Seguros,Seguro de Moto,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asesor,Empresa 254,Ibagué,6,No,35,No,1,Se programa llamada,NI,No
L0186,2025-08-25,Educación,Licitaciones Exitosas,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Empresario,Empresa 446,Ibagué,1,No,104,Sí,7,Desea cotización,NI,No
L0187,2025-08-11,Educación,Actualización Tributaria,Messenger,Ambas Plataformas,Mobile,Mañana (6am-12pm),Asesor,Empresa 85,Bogotá,10,No,50,Sí,5,seguimiento,AP,Sí
L0188,2025-07-25,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Asistente,Empresa 39,Cúcuta,6,No,35,No,6,No aplica,NC,No
L0189,2025-06-08,Educación,Información Exógena,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Administrador,Empresa 385,Manizales,9,Sí,80,Sí,3,No es urgente ahora,SG,No
L0190,2025-07-25,Educación,Contratación Estatal,WhatsApp,Instagram,Desktop,Madrugada (12am-6am),Asesor,Empresa 252,Valledupar,2,Sí,110,Sí,5,Pendiente decisión gerencia,SG,No
L0191,2025-10-17,Educación,Contratación Estatal,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Especialista,Empresa 165,Villavicencio,6,No,119,No,4,No tiene recurso,NC,No
L0192,2025-06-14,Ropa Deportiva,Accesorios Ciclismo,Messenger,Instagram,Desktop,Tarde (12pm-6pm),Empresario,Empresa 124,Medellín,2,Sí,23,No,2,No contesta,NI,No
L0193,2025-06-15,Educación,Contratación Estatal,Messenger,Facebook,Tablet,Tarde (12pm-6pm),Contador,Empresa 170,Pereira,4,Sí,3,Sí,2,seguimiento,AP,Sí
L0194,2025-09-26,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Consultor,Empresa 497,Neiva,8,No,34,No,5,Número sin WhatsApp,NC,No
L0195,2025-06-11,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 143,Pereira,7,Sí,83,No,7,Ya contrató con otro,SG,No
L0196,2025-10-08,Seguros,Todo Riesgo Empresarial,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Jefe,Empresa 26,Valledupar,9,No,124,Sí,2,seguimiento,AP,Sí
L0197,2025-06-26,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Empresario,Empresa 260,Medellín,7,No,118,No,6,Sin respuesta WhatsApp,NI,No
L0198,2025-06-26,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Facebook,Desktop,Tarde (12pm-6pm),Asistente,Empresa 115,Medellín,1,No,6,No,2,Pendiente decisión gerencia,NC,No
L0199,2025-11-09,Seguros,Seguro de Auto,Messenger,Ambas Plataformas,Mobile,Mañana (6am-12pm),Especialista,Empresa 282,Neiva,2,No,4,No contactado,6,Revisión de Info,NC,No
L0200,2025-09-23,Educación,Preparación de Renta Personas Naturales,Messenger,Instagram,Mobile,Madrugada (12am-6am),Asesor,Empresa 330,Valledupar,6,No,117,Sí,4,Revisión de Info,NC,No
L0201,2025-10-12,Educación,Power BI Empresarial,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Analista,Empresa 194,Cartagena,7,No,8,Sí,3,No aplica,SG,No
L0202,2025-07-06,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 207,Armenia,3,No,112,No,1,No es urgente ahora,SG,No
L0203,2025-07-31,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Profesional Independiente,Empresa 419,Cali,9,No,13,No,5,Ya contrató con otro,SG,No
L0204,2025-10-07,Seguros,Todo Riesgo Empresarial,Messenger,Instagram,Desktop,Tarde (12pm-6pm),Administrador,Empresa 121,Armenia,7,Sí,127,Sí,5,Se encontraba en reunión,NC,No
L0205,2025-10-27,Seguros,Todo Riesgo Empresarial,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 41,Cúcuta,6,No,147,No contactado,6,Precio muy alto,NI,No
L0206,2025-09-10,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Gerente,Empresa 236,Medellín,6,No,34,Sí,4,Desea cotización,SG,No
L0207,2025-07-18,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Desktop,Noche (6pm-12am),Consultor,Empresa 228,Manizales,1,No,132,No,4,Ya contrató con otro,NC,No
L0208,2025-10-10,Educación,Información Exógena,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Gerente,Empresa 411,Cúcuta,5,No,152,No,7,Se programa llamada,NC,No
L0209,2025-11-17,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Coordinador,Empresa 294,Cúcuta,10,No,24,No contactado,1,No contesta,NC,No
L0210,2025-07-15,Educación,Excel Intermedio y Avanzado,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 230,Barranquilla,3,No,48,Sí,3,Desea cotización,NC,No
L0211,2025-08-12,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 46,Neiva,7,No,43,No,5,Ya contrató con otro,SG,No
L0212,2025-09-04,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 439,Barranquilla,10,No,21,Sí,6,Información enviada,SG,No
L0213,2025-11-12,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 256,Pasto,3,Sí,27,Sí,4,Se envía información vía WhatsApp,SG,No
L0214,2025-11-07,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 229,Cali,5,No,2,Sí,5,Precio muy alto,SG,No
L0215,2025-08-28,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Jefe,Empresa 162,Medellín,7,No,0,No,6,Contactar próxima semana,SG,No
L0216,2025-09-14,Educación,Preparación de Renta Personas Naturales,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 61,Barranquilla,3,No,2,No,2,NO CONTESTA,NC,No
L0217,2025-10-04,Educación,Información Exógena,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Empresario,Empresa 255,Valledupar,10,Sí,5,Sí,5,No le interesa,SG,No
L0218,2025-09-17,Seguros,Seguro de Moto,Lead Form,Instagram,Mobile,Madrugada (12am-6am),Analista,Empresa 382,Cúcuta,2,No,2,No,3,Contactar próxima semana,NC,No
L0219,2025-06-24,Educación,Licitaciones Exitosas,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Director,Empresa 335,Pasto,6,No,36,No,6,No es urgente ahora,NI,No
L0220,2025-07-27,Ropa Deportiva,Ropa Ciclismo - Pantalón,Messenger,Facebook,Mobile,Noche (6pm-12am),Consultor,Empresa 10,Cali,8,No,40,No,3,Sin respuesta WhatsApp,NC,No
L0221,2025-07-21,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 53,Pereira,4,No,42,No contactado,5,Información enviada,NC,No
L0222,2025-06-10,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Supervisor,Empresa 207,Cali,9,Sí,19,Sí,2,NO CONTESTA,SG,No
L0223,2025-08-19,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Director,Empresa 212,Pasto,8,No,7,No contactado,3,Desea cotización,SG,No
L0224,2025-05-30,Educación,IA Generativa para Empresas,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 19,Neiva,7,No,0,No contactado,4,No le interesa,SG,No
L0225,2025-10-22,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Asesor,Empresa 286,Pereira,7,No,26,Sí,6,Precio muy alto,NC,No
L0226,2025-10-13,Educación,Información Exógena,WhatsApp,Facebook,Desktop,Mañana (6am-12pm),Administrador,Empresa 282,Cartagena,3,No,44,Sí,5,Revisión de Info,NI,No
L0227,2025-07-22,Educación,IA Generativa para Empresas,Llamada Directa,Instagram,Mobile,Noche (6pm-12am),Asesor,Empresa 1,Valledupar,6,No,2,Sí,2,Llamar nuevamente,SG,No
L0228,2025-10-22,Educación,IA Generativa para Empresas,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Contador,Empresa 423,Cúcuta,5,No,161,Sí,4,No tiene recurso,NI,No
L0229,2025-07-20,Seguros,Todo Riesgo Empresarial,Messenger,Instagram,Mobile,Noche (6pm-12am),Auxiliar,Empresa 47,Neiva,1,Sí,19,No,5,No tiene recurso,SG,No
L0230,2025-05-26,Seguros,Seguro de Auto,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Jefe,Empresa 406,Pasto,3,No,55,No,7,Desea cotización,SG,No
L0231,2025-06-12,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Facebook,Mobile,Mañana (6am-12pm),Consultor,Empresa 310,Barranquilla,1,No,82,No,2,No le interesa,NI,No
L0232,2025-11-02,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 494,Cali,4,No,47,No,4,Llamar nuevamente,NI,No
L0233,2025-06-09,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Noche (6pm-12am),Director,Empresa 317,Cali,10,No,1,Sí,3,Precio muy alto,SG,No
L0234,2025-07-22,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 327,Neiva,3,No,0,No contactado,5,No es urgente ahora,NC,No
L0235,2025-06-11,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Asesor,Empresa 156,Cali,4,No,60,Sí,5,Contactar próxima semana,NC,No
L0236,2025-06-02,Educación,Contratación Estatal,Lead Form,Ambas Plataformas,Mobile,Mañana (6am-12pm),Asesor,Empresa 456,Pasto,9,No,3,No contactado,3,Ya contrató con otro,NC,No
L0237,2025-08-17,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 261,Villavicencio,3,No,30,Sí,7,Se envía información vía WhatsApp,SG,No
L0238,2025-06-12,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Tablet,Tarde (12pm-6pm),Coordinador,Empresa 288,Villavicencio,6,No,7,No contactado,1,Pendiente decisión gerencia,NI,No
L0239,2025-10-03,Seguros,Seguro de Moto,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 106,Manizales,6,No,7,Sí,4,seguimiento,AP,Sí
L0240,2025-07-24,Educación,IA Generativa para Empresas,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Asesor,Empresa 336,Cali,7,No,119,Sí,3,Contactar próxima semana,SG,No
L0241,2025-08-04,Seguros,Seguro de Moto,Messenger,Instagram,Mobile,Noche (6pm-12am),Especialista,Empresa 344,Neiva,9,No,101,Sí,5,Llamar nuevamente,NC,No
L0242,2025-11-12,Seguros,Todo Riesgo Empresarial,Llamada Directa,Instagram,Mobile,Mañana (6am-12pm),Gerente,Empresa 234,Manizales,7,No,146,No,4,Contactar próxima semana,SG,No
L0243,2025-09-26,Seguros,Todo Riesgo Empresarial,Messenger,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 487,Villavicencio,1,No,35,No contactado,7,Revisión de Info,NI,No
L0244,2025-07-18,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Empresario,Empresa 175,Ibagué,8,No,46,Sí,4,seguimiento,AP,Sí
L0245,2025-10-10,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Supervisor,Empresa 187,Cartagena,5,Sí,27,No contactado,1,Se programa llamada,NC,No
L0246,2025-06-27,Educación,IA Generativa para Empresas,Messenger,Instagram,Mobile,Mañana (6am-12pm),Gerente,Empresa 423,Ibagué,9,Sí,3,No,5,NO CONTESTA,NI,No
L0247,2025-10-18,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Jefe,Empresa 28,Villavicencio,10,No,40,No,2,NO CONTESTA,NC,No
L0248,2025-10-19,Ropa Deportiva,Ropa Ciclismo - Jersey,Llamada Directa,Facebook,Mobile,Mañana (6am-12pm),Asesor,Empresa 419,Bucaramanga,5,No,13,No contactado,1,Sin respuesta WhatsApp,NI,No
L0249,2025-09-23,Educación,IA Generativa para Empresas,Llamada Directa,Instagram,Desktop,Tarde (12pm-6pm),Jefe,Empresa 115,Neiva,5,No,43,Sí,1,Llamar nuevamente,SG,No
L0250,2025-07-26,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Facebook,Mobile,Noche (6pm-12am),Jefe,Empresa 433,Ibagué,2,No,19,Sí,2,seguimiento,AP,Sí
L0251,2025-09-23,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 233,Medellín,3,No,118,No contactado,2,NO CONTESTA,SG,No
L0252,2025-09-06,Educación,IA Generativa para Empresas,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 170,Pereira,10,No,89,No contactado,7,Pendiente decisión gerencia,NC,No
L0253,2025-07-12,Educación,Power BI Empresarial,Messenger,Facebook,Mobile,Noche (6pm-12am),Analista,Empresa 287,Medellín,9,No,100,No contactado,7,Sin respuesta WhatsApp,NI,No
L0254,2025-06-18,Seguros,Todo Riesgo Empresarial,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 393,Armenia,7,No,103,No contactado,1,Precio muy alto,NC,No
L0255,2025-06-18,Educación,Facebook Ads Profesional,WhatsApp,Ambas Plataformas,Mobile,Noche (6pm-12am),Administrador,Empresa 318,Villavicencio,1,No,89,Sí,4,Desea cotización,NI,No
L0256,2025-11-09,Seguros,ARL,Lead Form,Instagram,Mobile,Noche (6pm-12am),Empresario,Empresa 308,Villavicencio,3,No,42,No contactado,3,MSJW,NC,No
L0257,2025-09-12,Educación,Power BI Empresarial,Messenger,Ambas Plataformas,Mobile,Mañana (6am-12pm),Director,Empresa 243,Ibagué,2,No,36,Sí,3,No es urgente ahora,NI,No
L0258,2025-08-23,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 367,Neiva,1,No,166,No contactado,1,Información enviada,NC,No
L0259,2025-09-10,Educación,Power BI Empresarial,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 337,Barranquilla,9,No,94,No,4,No contesta,NC,No
L0260,2025-09-07,Seguros,Seguro de Salud,WhatsApp,Instagram,Desktop,Madrugada (12am-6am),Asistente,Empresa 187,Bogotá,8,No,105,No,2,Se envía información vía WhatsApp,NI,No
L0261,2025-09-21,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Gerente,Empresa 367,Ibagué,5,No,48,No,6,MSJW,NC,No
L0262,2025-06-07,Educación,Información Exógena,Llamada Directa,Instagram,Mobile,Madrugada (12am-6am),Administrador,Empresa 232,Cúcuta,2,Sí,84,Sí,1,No aplica,NC,No
L0263,2025-11-13,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 59,Cartagena,1,No,40,Sí,5,Desea cotización,SG,No
L0264,2025-11-08,Educación,Facebook Ads Profesional,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 50,Villavicencio,7,No,4,No contactado,4,Se programa llamada,NI,No
